"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"MS","F","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","other","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Malo","FreeT-Muy Bajo",4,4,1,1,12,7,8,9
"MS","F","Age-Muy Joven","R","GT3","A","Medu-E5toA9no","Fedu-E5toA9no","health","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","no","yes","FamR-Bueno","FreeT-Medio",2,1,1,3,2,8,10,10
"MS","F","Age-Joven","U","GT3","T","Medu-ENinguna","Fedu-EPrimaria","other","at_home","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","no","yes","no","no","FamR-Malo","FreeT-Alto",4,3,5,5,5,9,9,10
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,3,3,0,8,9,9
"MS","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",4,1,1,4,0,14,13,13
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","services","services","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",4,2,2,4,2,14,14,14
"MS","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","at_home","course","mother","TvlT-Medio","StuT-Muy Alto","Fail-Muy Bajo","no","yes","yes","yes","yes","yes","no","no","FamR-Excelente","FreeT-Alto",5,3,4,5,0,10,11,10
"MS","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,1,0,14,13,14
"MS","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","yes","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Bajo",5,1,2,5,0,17,16,16
"MS","M","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","father","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","yes","yes","no","yes","yes","FamR-Excelente","FreeT-Medio",5,5,5,1,12,6,7,7
"MS","M","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESecundaria","other","other","course","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",5,1,5,5,8,14,12,13
"MS","M","Age-Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","other","mother","TvlT-Alto","StuT-Muy Alto","Fail-Muy Bajo","no","yes","no","no","yes","yes","no","no","FamR-Muy Malo","FreeT-Medio",5,3,5,3,2,10,8,9
"MS","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","other","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","no","FamR-Malo","FreeT-Bajo",1,1,1,5,0,14,14,14
"MS","F","Age-Muy Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",5,1,1,1,0,12,13,13
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","reputation","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",5,1,2,5,0,11,11,11
"MS","F","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","services","other","mother","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Medio",4,2,4,3,8,11,9,10
"MS","F","Age-Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",3,1,1,3,0,11,11,10
"MS","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,2,5,0,10,9,9
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","father","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Medio",2,1,1,1,0,16,17,18
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Medio",2,1,1,1,0,15,17,17
"MS","F","Age-Joven","U","GT3","A","Medu-EPrimaria","Fedu-ENinguna","other","other","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",5,1,1,4,1,11,9,10
"MS","F","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","other","mother","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,5,9,7,7,7
"MS","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Bajo",3,1,3,1,0,8,6,8
"MS","F","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Bajo",3,1,4,3,2,7,6,7
"MS","F","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","at_home","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","no","no","no","yes","yes","no","no","FamR-Malo","FreeT-Medio",5,1,4,3,8,9,8,10
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","teacher","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,2,3,2,0,14,16,16
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",5,1,4,2,0,14,14,15
"MS","F","Age-Mayor","U","GT3","A","Medu-E5toA9no","Fedu-ESuperior","other","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Malo","FreeT-Medio",2,1,3,1,8,8,5,8
"MS","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","services","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",1,1,1,2,0,8,7,0
"MS","F","Age-Muy Joven","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","other","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,3,5,6,6,8,8
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","services","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",3,1,1,2,0,8,10,10
"MS","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","health","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,1,2,3,4,8,8,8
"MS","M","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","at_home","health","home","mother","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","no","yes","yes","FamR-Excelente","FreeT-Muy Alto",5,5,5,5,2,5,6,6
"MS","F","Age-Muy Joven","R","LE3","T","Medu-ESecundaria","Fedu-ESuperior","at_home","other","other","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","no","no","FamR-Muy Bueno","FreeT-Bajo",1,1,1,2,2,7,9,8
"MS","M","Age-Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","other","services","home","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,2,5,0,15,14,16
"MS","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-EPrimaria","other","other","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",3,1,2,5,1,13,14,14
"MS","M","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","other","mother","TvlT-Muy Alto","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Muy Bajo",3,2,2,3,0,10,9,10
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","yes","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Bajo",3,1,2,5,5,9,9,9
"MS","F","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","services","services","other","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Muy Bajo",3,1,2,5,1,11,11,11
"MS","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",4,5,5,3,8,7,10,9
"MS","M","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","other","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Muy Bajo",3,3,3,1,0,10,10,10
"MS","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","health","services","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,1,4,5,2,9,7,8
"MS","F","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","other","services","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Bajo",2,1,1,3,0,14,15,16
"MS","M","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","teacher","health","other","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",2,2,5,5,0,11,12,12
"MS","M","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","services","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Muy Alto",5,1,3,5,11,9,11,10
"MS","M","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Alto","StuT-Muy Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Alto",5,2,3,5,8,13,14,14
"MS","M","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-EPrimaria","services","services","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,5,11,12,13,12
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","no","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",3,2,2,5,2,11,11,11
"MS","F","Age-Muy Joven","U","LE3","T","Medu-ESuperior","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Malo","FreeT-Bajo",4,2,2,1,8,9,10,10
"MS","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",3,2,2,1,5,9,11,11
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","other","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","no","yes","no","yes","yes","no","no","FamR-Excelente","FreeT-Muy Bajo",3,1,1,5,0,11,9,11
"MS","F","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",5,1,4,5,1,10,11,12
"MS","M","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","other","course","father","TvlT-Alto","StuT-Bajo","Fail-Alto","no","no","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Medio",3,1,3,5,2,9,9,8
"MS","M","Age-Joven","R","LE3","T","Medu-EPrimaria","Fedu-ESecundaria","other","other","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","no","yes","FamR-Excelente","FreeT-Muy Bajo",2,3,3,5,2,12,11,12
"MS","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESuperior","services","other","other","mother","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","yes","no","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,3,4,5,8,8,9,8
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","health","health","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Bajo",5,1,1,5,0,13,15,16
"MS","M","Age-Muy Joven","R","LE3","T","Medu-ESuperior","Fedu-EPrimaria","other","at_home","other","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",2,2,1,2,0,10,11,11
"MS","F","Age-Joven","U","GT3","A","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","other","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,1,2,3,2,11,10,11
"MS","F","Age-Joven","R","GT3","T","Medu-ESuperior","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","yes","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,2,3,5,0,17,18,18
"MS","M","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","other","services","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Bajo",2,2,2,5,0,12,13,13
"MS","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","other","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","yes","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",2,2,2,1,0,13,14,13
"MS","M","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","other","mother","TvlT-Bajo","StuT-Medio","Fail-Medio","no","yes","no","yes","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",3,3,4,4,2,9,9,10
"MS","M","Age-Joven","U","LE3","A","Medu-EPrimaria","Fedu-ENinguna","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Muy Bajo",2,1,1,5,4,11,11,12
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","no","yes","yes","FamR-Bueno","FreeT-Muy Alto",5,2,2,4,3,10,11,10
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","home","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","yes","yes","no","no","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,1,1,3,5,13,14,13
"MS","M","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","other","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,2,4,5,4,9,10,11
"MS","F","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Alto","no","yes","no","yes","no","yes","yes","yes","FamR-Excelente","FreeT-Alto",4,1,1,5,2,7,9,10
"MS","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","no","no","yes","FamR-Excelente","FreeT-Muy Alto",5,3,5,5,0,8,13,10
"MS","M","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-ENinguna","at_home","at_home","course","other","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","yes","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,4,0,12,12,13
"MS","M","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",5,1,3,2,0,10,9,10
"MS","M","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",3,1,4,5,6,10,9,10
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","no","yes","FamR-Excelente","FreeT-Alto",3,1,1,1,0,11,13,12
"MS","M","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","yes","yes","yes","no","yes","FamR-Muy Malo","FreeT-Bajo",1,2,3,5,0,7,0,0
"MS","M","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,2,3,5,2,11,9,10
"MS","M","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",5,2,4,5,0,10,10,9
"MS","M","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","services","other","course","other","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","no","yes","yes","FamR-Excelente","FreeT-Medio",3,2,3,5,2,9,7,9
"MS","M","Age-Mayor","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","no","FamR-Malo","FreeT-Medio",1,2,2,5,0,4,0,0
"MS","M","Age-Muy Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Alto","no","no","no","yes","yes","yes","no","no","FamR-Bueno","FreeT-Bajo",1,1,1,3,4,6,11,9
"MS","M","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","at_home","course","mother","TvlT-Bajo","StuT-Medio","Fail-Medio","no","yes","no","yes","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,3,3,9,4,8,8
"MS","M","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",3,2,4,4,6,7,8,8
"MS","M","Age-Muy Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","other","TvlT-Medio","StuT-Bajo","Fail-Alto","no","no","no","yes","no","no","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,3,5,4,8,9,9
"MS","F","Age-Muy Joven","U","GT3","A","Medu-ESecundaria","Fedu-E5toA9no","services","at_home","course","mother","TvlT-Medio","StuT-Medio","Fail-Medio","no","yes","no","yes","yes","yes","no","yes","FamR-Malo","FreeT-Muy Alto",5,1,1,1,8,5,5,7
"MS","F","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",2,1,2,5,9,7,9,10
"MS","M","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","other","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,2,4,4,12,8,11,10
"MS","F","Age-Mayor","R","GT3","A","Medu-ESuperior","Fedu-ESecundaria","services","services","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,3,4,2,8,10,11,10
"MS","M","Age-Mayor","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Malo","FreeT-Muy Alto",5,5,5,5,8,9,10,11
"MS","M","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","home","other","TvlT-Alto","StuT-Medio","Fail-Muy Bajo","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,3,3,2,8,10,9,11
"MS","M","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","health","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",4,2,3,3,4,8,9,10
"MS","M","Age-Mayor","U","LE3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","services","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,2,3,3,0,9,10,9
"MS","M","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","other","TvlT-Alto","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,3,3,5,4,8,9,10
"MS","F","Age-Mayor","U","GT3","A","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Medio","no","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,5,2,6,8,8
"MS","F","Age-Muy Mayor","U","LE3","A","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","no","no","FamR-Muy Malo","FreeT-Alto",4,1,1,5,0,6,8,7
"MS","F","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","other","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","yes","FamR-Excelente","FreeT-Muy Alto",5,1,1,3,0,8,6,0
"MS","F","Age-Joven","R","GT3","T","Medu-ENinguna","Fedu-ENinguna","at_home","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,5,0,10,11,11
"MS","F","Age-Joven","R","LE3","A","Medu-ESecundaria","Fedu-EPrimaria","other","at_home","course","other","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","yes","no","yes","no","no","no","FamR-Muy Bueno","FreeT-Bajo",3,2,2,3,5,8,7,8
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","services","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",5,1,3,5,0,8,8,0
"MS","F","Age-Mayor","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","course","mother","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","yes","yes","yes","yes","no","FamR-Malo","FreeT-Medio",3,1,2,4,3,7,6,8
"MS","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-EPrimaria","health","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","yes","FamR-Bueno","FreeT-Bajo",2,1,1,5,0,8,10,9
"MS","F","Age-Joven","U","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","other","course","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",1,1,1,3,0,7,10,10
